Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression WT	Expression A	Expression B	Expression C	qValue WT vs A	qValue WT vs B	qValue WT vs C	qValue A vs B	qValue A vs C	qValue B vs C
	3381439	3379970		-	rng	b3247	structural component; Cell division	90	97	108	112	0.02983510281531092	0.1818612150176671	0.08982637201282084	3.9500811662054765E-7	1.3742434107249357E-5	0.4825959804264556
	3382022	3381429		-	yhdE	b3248	structural component; Cell division	79	83	94	83	5.552938153736419E-6	1.0	0.030929527134868483	1.721485933162384E-8	0.02512732895161213	0.005467167522132876
	3382519	3382031	3382031	-	mreD	b3249	structural component; Murein sacculus, peptidoglycan	84	74	93	88	3.0170383785715936E-10	1.0	0.013209869857319673	3.877838824207462E-12	3.12332471280937E-5	0.008352239084936479
	3383622	3382519		-	mreC	b3250	structural component; Murein sacculus, peptidoglycan	92	69	71	68	1.610764924875986E-10	0.7966710599895444	2.2773101924492822E-4	9.212503705686897E-5	0.09208228186305578	0.0685208087577172
3384751	3384731	3383688	3383623	-	mreB	b3251	phenotype; Cell division	265	244	212	211	1.8289239205049757E-5	0.4186749947375559	0.0022256074834062305	0.08382614807751779	0.662902853604727	0.3368047195627463
3386976	3386976	3385036		-	csrD	b3252	phenotype; Cell division	63	80	74	70	0.9735004616753254	0.28466134739758187	0.5341621684575061	0.008064577589328879	0.46221645061929484	0.14741864624247714
	3387128	3388102		+	acuI	b3253	putative enzyme; Not classified	102	124	99	102	0.3770616181272534	1.0	0.687979784178676	0.31401343609982585	0.7761715442892063	0.6190337078290408
	3388139	3388281		+	yrdF	b4697	putative enzyme; Not classified	26	18	24	17	2.9924861859941976E-6	1.0	0.002397284207202413	1.4536169436274696E-5	0.3721340323238164	0.004907711452715094
	3388282	3388675		+	yrdE	b4646	putative enzyme; Not classified	12	7	11	8	7.571095237678644E-9	1.0	0.0013260115225141352	3.0011080543032557E-7	0.0608925029096298	0.004361853083956193
3388815	3389080	3389550	3389560	+	accB	b3255	carrier; Biosynthesis of cofactors, carriers: biotin carboxyl carrier protein (BCCP)	310	247	209	202	2.1382093454743145E-9	0.025668370288615724	4.641508112918341E-6	0.10654299196567692	0.8581332534590754	0.2899597842270605
3389561	3389561	3390910		+	accC	b3256	enzyme; Fatty acid and phosphatidic acid biosynthesis	245	183	137	136	8.32668562619024E-13	1.193958557021351E-7	2.6398165322563603E-13	0.8310857174231314	0.22845792139862925	0.41950457881107195
	3391019	3391261		+	yhdT	b3257	enzyme; Fatty acid and phosphatidic acid biosynthesis	18	12	18	8	4.5685486721160703E-7	1.0	7.951458046132022E-6	6.774195252575567E-7	0.5764148965875536	1.4514486550347448E-5
	3391251	3392702	3392702	+	panF	b3258	transport; Transport of small molecules: Cations	29	23	28	21	4.0474958859713306E-12	1.0	1.1921780539157415E-5	7.02112046883527E-11	0.15963763048613094	7.649182237876334E-5
	3392714	3393595		+	prmA	b3259	enzyme; Ribosomal proteins - synthesis, modification	66	58	58	47	4.678875447010215E-9	1.0	1.4175773837454601E-6	6.20223713480335E-6	0.9630013790763181	2.497692882517022E-4
3393909	3393924	3394889	3394889	+	dusB	b3260	enzyme; tRNA modification	434	372	522	366	1.8746863416375754E-6	0.44603327377525875	0.022833479175965236	2.7159980501197176E-13	0.07039517247907615	2.374955769782872E-5
3394890	3394915	3395211	3395214	+	fis	b3261	factor; DNA - replication, repair, restriction/modification	354	258	305	173	2.5347309023578346E-11	1.0	1.6268126706776453E-15	2.0417893658170737E-7	0.03076027626865978	2.8520581975632095E-10
	3395297	3396181		+	yhdJ	b3262	putative enzyme; Not classified	12	4	10	3	1.0050622339123256E-34	1.0	7.392911245399144E-24	1.9433429511183706E-24	0.893505709802157	1.0956185958457261E-16
	3396265	3396444		+	yhdU	b3263	putative enzyme; Not classified	8	3	6	3	3.291977296005646E-16	0.9721529860617034	0.001671968387855389	3.437939676302959E-11	0.032149391822165564	0.010621299703786046
	3397109	3396447		-	envR	b3264	putative regulator; Not classified	6	1	3	1	4.6746347746662554E-34	0.9548636037983345	3.6586913306225896E-23	4.452530677292303E-12	0.6554896198369705	4.308302624390035E-8
	3397508	3398665		+	acrE	b3265	membrane; Inner membrane	9	6	9	2	3.1866779138558675E-13	1.0	2.9010747903335315E-24	3.6704406126059966E-14	3.0308134965616405E-6	4.9547613542270133E-26
	3398677	3401781		+	acrF	b3266	membrane; Drug/analog sensitivity	11	8	13	7	4.788895228527564E-13	1.0	5.96415726989891E-7	4.2538800880420885E-16	0.3422579850487886	3.75614261045057E-8
	3402034	3402255		+	yhdV	b3267	membrane; Drug/analog sensitivity	29	53	19	14	0.0088017169278082	1.0	3.0517330117010167E-6	0.6481081515657547	6.2337560723741665E-15	0.003915111328981173
	3402686	3403710		+	yhdW	b3268	membrane; Drug/analog sensitivity	16	8	17	11	5.447744504557295E-32	1.0	4.998165806306654E-5	1.5721879656585665E-38	4.054598123897361E-10	2.0800176831931446E-5
	3403778	3404959		+	yhdX	b3269	putative transport; Not classified	9	3	10	2	1.4783224405393228E-30	1.0	5.863927629940505E-29	1.701738613439626E-38	0.2500283610796738	2.400312940375469E-36
	3404969	3406072		+	yhdY	b3270	putative transport; Not classified	10	3	9	3	5.1894228949154793E-42	1.0	8.608830428431057E-16	1.1439373851777186E-31	0.1499352228538144	5.786884842857091E-12
3406080	3406080	3406838		+	yhdZ	b3271	putative transport; Not classified	13	5	11	3	1.3195452181397777E-27	1.0	3.912782346639903E-22	2.3078043451218217E-19	0.5388457784638353	2.551733803935917E-15
3407186			3407067	-	rrfF	b3272	5S ribosomal RNA of rrnD operon	17	45	246	243	0.6513698932645149	3.0298505626238913E-39	1.6750046222291177E-36	4.488998650257406E-218	6.427048288630054E-206	0.007733399141820949
3407299			3407224	-	thrV	b3273	Thr tRNA	5	2	5	0	1.246888977245739E-7	1.0	5.957855945141407E-27	1.2367527891753744E-8	7.134907053355234E-4	4.657218409457255E-29
3407431			3407312	-	rrfD	b3274	5S ribosomal RNA of rrnD operon	13	27	170	173	0.45813982448642226	2.2678731791053393E-36	2.643413734685435E-36	1.7471069876077998E-188	2.221031559989142E-189	0.010345478648985286
3410427			3407524	-	rrlD	b3275	23S ribosomal RNA of rrnD operon	7172	11999	51424	157159	0.5973966715452023	1.9721235124660955E-5	2.842962267535826E-79	0.7614539453525213	3.7710120560293667E-6	0.28448511096506424
3410677			3410602	-	alaU	b3276	Ala tRNA	86	92	172	116	8.834809453167989E-6	0.8923228411998155	0.04741275287695313	2.7757743374920575E-23	3.80180003693959E-5	1.8082551174562175E-5
3410796			3410720	-	ileU	b3277	Ile tRNA	115	154	307	211	9.047810609076425E-5	0.7881245857810972	0.22823294098628563	1.655148325884906E-33	1.18296350556819E-8	1.191718351770726E-5
3412406			3410865	-	rrsD	b3278	16S ribosomal RNA of rrnD operon	6724	11484	53774	168353	0.8218847958404674	2.4212482411548835E-10	3.5411361557046593E-158	0.843295165364642	2.7868202814722396E-8	0.2581507051172707
	3412880	3413434		+	yrdA	b3279	putative enzyme; Not classified	196	199	160	124	0.0025951773722763796	0.9639068536556389	8.143504664566297E-8	0.1745173635573553	8.740163408682057E-4	3.1824423529297664E-4
	3413667	3413410		-	yrdB	b3280	putative enzyme; Not classified	136	143	130	99	3.9870229703295166E-7	1.0	1.6380479726996462E-5	6.192841821572236E-6	0.5592445850309399	1.4042177717395372E-4
	3414482	3413664		-	aroE	b3281	enzyme; Amino acid biosynthesis: Chorismate	112	123	109	99	0.00886782924091366	1.0	0.040404651159611976	0.009442780747991182	0.9970153586135082	0.04365321490369194
	3415059	3414487		-	tsaC	b3282	enzyme; tRNA modification	99	104	105	91	7.991638500560532E-5	1.0	0.007622263955921136	2.082864399979462E-5	0.5176803170100774	0.004179042112476323
3415624	3415606	3415064	3415060	-	yrdD	b3283	putative enzyme; Not classified	248	284	303	270	0.16880158319262187	0.11766677814556609	0.7637330666243696	6.117980826372005E-6	0.09413582549723239	0.02619075848473997
	3416108	3415635	3415625	-	smg	b3284	putative enzyme; Not classified	854	1085	1052	1037	0.6472159968900282	0.2999341846300086	0.503637567326177	0.0017799140827472683	0.2003271958892728	0.13214190093983927
3417234	3417204	3416080		-	smf	b4473	putative enzyme; Not classified	124	162	168	154	0.34114872655990186	0.004533581887571476	0.07060573431399107	7.826846317092601E-4	0.2905807016659272	0.06325841679434117
3417326	3417334	3417843	3417857	+	def	b3287	enzyme; Proteins - translation and modification	493	510	464	400	0.006009841971009616	1.0	0.007467283083935368	0.01735670038884271	0.6425141735544364	0.019383357566106568
3417858	3417858	3418805	3418813	+	fmt	b3288	enzyme; Aminoacyl tRNA synthetases, tRNA modification	439	392	323	318	1.9779212978029325E-5	0.3532342280499362	4.719298902557761E-6	0.154932771129364	0.38168217563344603	0.052409570348703284
	3418851	3420140		+	rsmB	b3289	enzyme; rRNA modification	130	98	96	82	5.7513109465192815E-12	0.13471879885420862	6.193593954009955E-7	0.0011389652107905719	0.6271532989615631	0.036468093011889496
3420162	3420162	3421538	3421538	+	trkA	b3290	transport; Transport of small molecules: Cations	93	80	72	71	6.17165895070093E-7	0.5071300685907145	0.0055052348605836784	0.018493398842200373	0.2330172552155969	0.4205293757193823
3421612	3421668	3422078		+	mscL	b3291	transport; Transport of small molecules: Other	157	191	156	152	0.04148008579298955	1.0	0.03649687302372028	0.05495084769835339	0.613983992279102	0.04836773202320576
	3422293	3422075		-	arfA	b4550	transport; Transport of small molecules: Other	55	45	58	46	1.0406649903884438E-11	0.4225660522814447	3.564411298652672E-4	1.0270008519597145E-12	0.00671175005486471	2.768341981165723E-4
	3422774	3422349		-	zntR	b3292	putative regulator; Not classified	174	173	138	122	2.1979081712156717E-4	1.0	1.7300396822883073E-5	0.04667540786089639	0.13488500492983094	0.007034282769751537
	3423153	3422785		-	yhdN	b3293	putative regulator; Not classified	196	197	173	140	2.700350739029487E-4	1.0	3.232288448837081E-5	0.007171755247173218	0.1606386775473843	0.0011875427983518963
3423679	3423643	3423260	3423248	-	rplQ	b3294	structural component; Ribosomal proteins - synthesis, modification	3494	2989	2436	2823	3.839582182668092E-9	0.8824732499505603	6.101515572490136E-6	0.002272357412955268	0.4783007928795155	0.03246699442226321
3424673	3424673	3423684	3423681	-	rpoA	b3295	enzyme; RNA synthesis, modification, DNA transcription	4951	4246	3735	4182	0.001967893043600786	0.6714182220123097	0.004491356298248744	0.22226797126123796	0.9233567847414113	0.3064440480721522
3425322	3425319	3424699	3424680	-	rpsD	b3296	structural component; Ribosomal proteins - synthesis, modification	5206	4456	4170	4620	1.5568270554427016E-9	0.6442737179816506	1.8992055341467283E-6	1.4769316253496006E-4	0.27100633447196154	0.007562404656644196
3425742	3425742	3425353	3425326	-	rpsK	b3297	structural component; Ribosomal proteins - synthesis, modification	4461	3833	3758	4146	8.712583158861032E-12	1.0	2.943641039542289E-4	1.047921896193507E-8	0.003023160706680976	0.0022978358443127354
3426252	3426115	3425759	3425743	-	rpsM	b3298	structural component; Ribosomal proteins - synthesis, modification	5273	4687	4693	4975	6.951920172654468E-11	1.0	0.003780272872556183	2.690741385796784E-9	8.525774509018821E-4	0.005499524629881706
3426409	3426378	3426262	3426262	-	rpmJ	b3299	structural component; Ribosomal proteins - synthesis, modification	7464	6821	6717	5771	1.3551443330882018E-5	1.0	4.2360558756484055E-5	9.439312575700433E-5	0.7497559005593606	2.8544018392983786E-4
3427741	3427741	3426410	3426410	-	secY	b3300	putative transport; Not classified	4928	4231	3472	3702	0.4645876118556593	0.3175243457514543	1.2155244201366146E-4	0.09632138095777294	0.002391266637335646	0.14896354917526136
3428183	3428183	3427749	3427742	-	rplO	b3301	structural component; Ribosomal proteins - synthesis, modification	6142	5270	4166	5150	8.134713330198652E-12	0.5009389110230908	4.088872180931032E-5	8.787932167668509E-4	0.039471912267476005	0.15341985849721113
3428369	3428366	3428187	3428184	-	rpmD	b3302	structural component; Ribosomal proteins - synthesis, modification	4494	3764	2993	3244	2.3023036501403292E-7	0.18778815376619024	1.8927875536772592E-5	0.11217873079458902	0.923141754014108	0.22805018443690925
3428873	3428873	3428370	3428370	-	rpsE	b3303	structural component; Ribosomal proteins - synthesis, modification	4550	3679	2776	3244	1.1438018263270828E-15	0.3474618518512791	1.4236578667096562E-10	5.505836749798735E-4	0.6401468464729493	0.010060694145420561
3429241	3429241	3428888	3428874	-	rplR	b3304	structural component; Ribosomal proteins - synthesis, modification	3898	3075	2514	3013	3.3146016616067884E-11	0.4815225905738204	8.76202029902287E-7	0.00332906056507333	0.30046357768503074	0.06566181913436005
3429796	3429784	3429251	3429242	-	rplF	b3305	structural component; Ribosomal proteins - synthesis, modification	4747	3780	3269	3950	1.3967199042569355E-16	0.5987651252701243	3.549281850293518E-5	5.473951996228507E-6	6.137026561882905E-4	0.1115719384320757
3430189	3430189	3429797	3429797	-	rpsH	b3306	structural component; Ribosomal proteins - synthesis, modification	4294	3516	3031	3275	8.417371830568926E-13	1.0	4.059856967081787E-8	1.9623448704437868E-5	0.4255249364067958	0.0018577336938854474
3430529	3430528	3430223	3430190	-	rpsN	b3307	structural component; Ribosomal proteins - synthesis, modification	4945	4112	3730	4588	5.296735567104818E-11	1.0	1.3369019031728437E-4	1.1973428832024824E-5	0.008633671869001422	0.024303029304645927
3431096	3431082	3430543	3430530	-	rplE	b3308	structural component; Ribosomal proteins - synthesis, modification	5689	4894	4589	4953	3.7655990519827057E-10	0.8475570292556637	7.463069238294991E-6	3.8019253304033405E-5	0.14952046664280677	0.009611679770698616
3431411	3431411	3431097	3431097	-	rplX	b3309	structural component; Ribosomal proteins - synthesis, modification	5600	4958	4424	4054	5.953851975313341E-11	1.0	1.7804251995820272E-9	1.0079051384383316E-6	0.6514671859426393	9.529360517510562E-6
3431793	3431793	3431422	3431412	-	rplN	b3310	structural component; Ribosomal proteins - synthesis, modification	5770	5213	4808	4943	4.593963033979946E-11	1.0	1.6122211066431735E-4	2.4413365628881534E-7	0.04105995268908304	0.00472634598080924
3431794			3431845	?	-	predicted RNA	-	4607	4066	3750	3865	8.96946747040475E-6	0.41512712965076476	0.019597637898125363	0.04804692635323058	0.15559827553322245	0.7209819762563593
	3432212	3431958	3431846	-	rpsQ	b3311	structural component; Ribosomal proteins - synthesis, modification	3474	3143	2618	2910	8.40010536451871E-6	0.9273571346943201	2.282313514555491E-4	0.020386637494462862	0.7902755586432864	0.07233989927244336
	3432403	3432212		-	rpmC	b3312	structural component; Ribosomal proteins - synthesis, modification	5330	4557	3689	4642	1.9577856856471376E-7	0.5863749011700062	2.540421985395816E-4	0.024496979940484012	0.24554781025505978	0.25152940849138905
3432813	3432813	3432403		-	rplP	b3313	structural component; Ribosomal proteins - synthesis, modification	4643	3919	3235	3819	1.0114791627964049E-12	1.0	7.319788484372849E-7	2.576167649536874E-5	0.14056529919844787	0.0070371193050510926
3433527	3433527	3432826	3432814	-	rpsC	b3314	structural component; Ribosomal proteins - synthesis, modification	4335	3509	2989	3641	1.1186852441321506E-12	0.36361865519393893	5.503156014654229E-6	3.3678035648901687E-4	0.03266799351556256	0.09292786060645807
3433891	3433877	3433545	3433528	-	rplV	b3315	structural component; Ribosomal proteins - synthesis, modification	4483	3601	3081	3633	1.2537150631489812E-11	0.8513785851175599	2.0393069148914742E-6	2.9115461061338956E-4	0.15243806994828552	0.026503297186136796
3434170	3434170	3433892	3433892	-	rpsS	b3316	structural component; Ribosomal proteins - synthesis, modification	4038	3171	2721	3101	8.798241473399929E-10	0.5228664783700928	1.741895359497956E-6	0.004815816166079988	0.4527167028127638	0.05443813913694439
3435008	3435008	3434187	3434174	-	rplB	b3317	structural component; Ribosomal proteins - synthesis, modification	3248	2507	2185	2747	9.903769228894753E-18	0.4789472340463788	5.2738900868980585E-5	5.2387526909179066E-6	7.254505216911711E-5	0.18530995221530644
	3435328	3435026	3435009	-	rplW	b3318	structural component; Ribosomal proteins - synthesis, modification	3865	3092	2610	3033	1.5693387914640994E-9	0.5855750028740938	3.4561249772832856E-6	0.005004139116556024	0.4157459405959062	0.06114496714249134
3435931	3435930	3435325		-	rplD	b3319	structural component; Ribosomal proteins - synthesis, modification	3913	3089	2553	3091	6.328508389595348E-17	0.5224292167288912	3.592185862136995E-6	2.2827629973794935E-5	0.00568325407155021	0.07945959821878164
3436590	3436570	3435941	3435935	-	rplC	b3320	structural component; Ribosomal proteins - synthesis, modification	3574	2943	2580	3093	8.639599398011095E-15	0.9461214927222878	2.1492174623714749E-4	2.1991037136292113E-6	5.313983136002998E-4	0.08283947665111666
3437064	3436914	3436603	3436591	-	rpsJ	b3321	structural component; Ribosomal proteins - synthesis, modification	3546	3024	2702	3142	7.431960897501456E-8	1.0	3.446506208622194E-4	7.659163058918585E-4	0.14522434046273455	0.04966743081938127
	3437571	3437152		-	gspB	b3322	factor; DNA - replication, repair, restriction/modification	13	8	12	10	8.391036491014553E-9	1.0	0.005012390461623326	1.1280050919260215E-7	0.006335129307998512	0.009416039857538298
	3439042	3437573		-	gspA	b3323	putative transport; Not classified	9	5	7	2	1.5199666577156086E-19	0.9971336080953003	1.0414487414945014E-21	1.8253501802748663E-12	0.01126432208787785	2.0474348431846928E-13
	3439222	3440037		+	gspC	b3324	putative transport; Not classified	8	7	8	3	8.683025488487859E-7	0.7995416181080383	5.325210264320334E-10	1.1877713177409936E-6	2.121474208684149E-4	1.3571436822746615E-9
	3440021	3441973		+	gspD	b3325	putative transport; Not classified	12	17	13	6	3.7658533822903476E-4	1.0	6.645588615818507E-10	2.5120066539101386E-4	4.5988325213333166E-11	3.0012304237706563E-11
	3441983	3443464		+	gspE	b3326	putative transport; Not classified	8	6	8	3	9.507612576712158E-15	0.4532655633238894	1.1694805318574833E-14	1.7115835591527636E-14	0.025037544844117257	1.729815457338967E-14
